PRINCÍPIO ATIVO,CNPJ,LABORATÓRIO,CÓDIGO GGREM
POLISSACARÍDEO CONJUGADO DE STREPTOCOCCUS PNEUMONIAE TIPO 14;POLISSACARÍDEO CONJUGADO DE STREPTOCOCCUS PNEUMONIAE TIPO 18C;POLISSACARÍDEO CONJUGADO DE STREPTOCOCCUS PNEUMONIAE TIPO 4;POLISSACARÍDEO CONJUGADO DE STREPTOCOCCUS PNEUMONIAE TIPO 7F;POLISSACARÍDEO CONJUGADO DE STREPTOCOCCUS PNEUMONIAE TIPO 19F;POLISSACARÍDEO CONJUGADO DE STREPTOCOCCUS PNEUMONIAE TIPO 5;POLISSACARÍDEO CONJUGADO DE STREPTOCOCCUS PNEUMONIAE TIPO 9V;POLISSACARÍDEO CONJUGADO DE STREPTOCOCCUS PNEUMONIAE TIPO 6B;POLISSACARÍDEO CONJUGADO DE STREPTOCOCCUS PNEUMONIAE TIPO 1;POLISSACARÍDEO CONJUGADO DE STREPTOCOCCUS PNEUMONIAE TIPO 23F,33.781.055/0001-35,FUNDAÇÃO OSWALDO CRUZ,541912100000304
POLISSACARÍDEO DE HAEMOPHILUS INFLUENZAE TIPO B CONJUGADO COM PROTEÍNA TETÂNICA,10.588.595/0010-92,SANOFI MEDLEY FARMACÊUTICA LTDA.,576720060071117
POLISSACARIDEO DE HAEMOPHILUS INFLUENZAE TIPO B;POLIOVÍRUS TIPO 3;POLIOVÍRUS TIPO 2;TOXÓIDE DIFTÉRICO;HEMAGLUTININA FILAMENTOSA;TOXÓIDE TETÂNICO;TOXÓIDE PERTUSSIS;POLIOVÍRUS TIPO 1 (MAHONEY),02.685.377/0001-57,SANOFI-AVENTIS FARMACÊUTICA LTDA,502820050079907
POLISSACARIDEO DE HAEMOPHILUS INFLUENZAE TIPO B;POLIOVÍRUS TIPO 3;POLIOVÍRUS TIPO 2;TOXÓIDE PERTUSSIS;POLIOVÍRUS TIPO 1 (MAHONEY);TOXÓIDE DIFTÉRICO;HEMAGLUTININA FILAMENTOSA;TOXÓIDE TETÂNICO,10.588.595/0010-92,SANOFI MEDLEY FARMACÊUTICA LTDA.,576720090087107
POLISSACARÍDEO DE NEISSERIA MENINGITIDIS DO SOROGRUPO A CONJUGADO A PROTEÍNA CARREADORA TOXOIDE TETÂNICO,46.070.868/0036-99,LABORATÓRIOS PFIZER LTDA,552817060000217
POLISSACARÍDEO DE NEISSERIA MENINGITIDIS DO SOROGRUPO W CONJUGADO A PROTEÍNA CARREADORA TOXOIDE TETÂNICO;POLISSACARÍDEO DE NEISSERIA MENINGITIDIS DO SOROGRUPO A CONJUGADO A PROTEÍNA CARREADORA TOXOIDE TETÂNICO;POLISSACARÍDEO DE NEISSERIA MENINGITIDIS DO SOROGRUPO Y CONJUGADO A PROTEÍNA CARREADORA TOXOIDE TETÂNICO;POLISSACARÍDEO DE NEISSERIA MENINGITIDIS DO SOROGRUPO C CONJUGADO A PROTEÍNA CARREADORA TOXOIDE TETÂNICO;POLISSACARÍDEO N. MENINGITIDIS TIPO A;POLISSACARÍDEO N. MENINGITIDIS TIPO C,10.588.595/0010-92,SANOFI MEDLEY FARMACÊUTICA LTDA.,576720060072017
POLISSULFATO DE MUCOPOLISSACARÍDEO,33.349.473/0001-58,FARMOQUÍMICA S/A,509017020013407
POLYGALA SENEGA L.,00.376.959/0001-26,IFAL INDUSTRIA E COMERCIO DE PRODUTOS FARMAC LTDA,562720080003407
POLYPODIUM LEUCOTOMOS,33.349.473/0001-58,FARMOQUÍMICA S/A,509020100024607
POSACONAZOL,03.560.974/0001-18,MERCK SHARP & DOHME FARMACEUTICA LTDA.,527315120017517
PRAVASTATINA SÓDICA,33.069.212/0001-84,MERCK S/A,525421201115118
PRAZIQUANTEL,33.069.212/0001-84,MERCK S/A,525402002110411
PREDNICARBATO,02.685.377/0001-57,SANOFI-AVENTIS FARMACÊUTICA LTDA,502803501161311
PREDNISOLONA,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508020020129207
PREDNISOLONA;FOSFATO SÓDICO DE PREDNISOLONA,61.082.426/0002-07,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,540917040027617
PREDNISONA,45.987.013/0001-34,ORGANON FARMACÊUTICA LTDA.,525515100018117
PREGABALINA,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508020090134407
PRIMIDONA,62.462.015/0001-29,APSEN FARMACEUTICA S/A,501602301114410
PROGESTERONA,33.069.212/0001-84,MERCK S/A,525421601164310
PROMESTRIENO,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508014010102404
PROMETAZINA,17.159.229/0001-76,LABORATÓRIO TEUTO BRASILEIRO S/A,520713040087604
PROPATILNITRATO,33.349.473/0001-58,FARMOQUÍMICA S/A,509017080016703
PROPILPARABENO,60.665.981/0001-18,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,533018801161410
PROPILTIOURACILA,46.070.868/0036-99,LABORATÓRIOS PFIZER LTDA,522238801112417
PROPIONATO DE CÁLCIO;ÁCIDO UNDECILÊNICO;HEXILRESORCINOL;ÁCIDO PROPIÔNICO;UNDECILENATO DE ZINCO,60.665.981/0001-18,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,533000401178410
PROPIONATO DE CÁLCIO;ÁCIDO UNDECILÊNICO;HEXILRESORCINOL;UNDECILENATO DE ZINCO,60.665.981/0001-18,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,533000402174419
PROPIONATO DE CLOBETASOL,33.247.743/0001-10,GLAXOSMITHKLINE BRASIL LTDA,510606001173316
PROPIONATO DE FLUTICASONA,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523703801172414
PROPIONATO DE FLUTICASONA;CLORIDRATO DE AZELASTINA,11.643.096/0001-22,MYLAN LABORATORIOS LTDA,541519030014517
PROPIONATO DE FLUTICASONA;FUMARATO DE FORMOTEROL DI-HIDRATADO,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508016110114105
PROPIONATO DE FLUTICASONA;HIDROXINAFTOATO DE SALMETEROL,33.247.743/0001-10,GLAXOSMITHKLINE BRASIL LTDA,510607004176314
PROPIONATO DE HALOBETASOL,44.363.661/0001-57,GLENMARK FARMACÊUTICA LTDA,521905802173315
PROPOFOL,49.324.221/0001-04,FRESENIUS KABI BRASIL LTDA,509518120033406
PROTEÍNA ANTIGÊNICA DE SUPERFÍCIE (HEP. B),33.247.743/0001-10,GLAXOSMITHKLINE BRASIL LTDA,510615020053803
PROTEÍNA CARREADORA;OLIGOSSACARÍDEO MENINGOCÓCICO DO GRUPO C,33.247.743/0001-10,GLAXOSMITHKLINE BRASIL LTDA,510616060055507
PROTEÍNAS;FATOR IX DE COAGULAÇÃO;FATOR II DE COAGULAÇÃO;PROTEÍNA S;FATOR VII DE COAGULAÇÃO;FATOR X;PROTEÍNA C,62.969.589/0001-98,CSL BEHRING COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA,502618080008107
PRUCALOPRIDA,51.780.468/0001-87,JANSSEN-CILAG FARMACÊUTICA LTDA,514512090025302
RABEPRAZOL SÓDICO,61.286.647/0001-16,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,511513070057206
RACECADOTRILA,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,500515110062104
RACEMETIONINA;BETAÍNA;CITRATO DE COLINA,01.858.973/0001-29,AIRELA INDÚSTRIA FARMACÊUTICA LTDA.,500419060006204
RACEMETIONINA;CLORETO DE COLINA,60.397.775/0001-74,TAKEDA PHARMA LTDA.,501103301119419
RACEMETIONINA;CLORETO DE COLINA;CIANOCOBALAMINA;INOSITOL,61.082.426/0002-07,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,540915100015917
RALTEGRAVIR,45.987.013/0001-34,ORGANON FARMACÊUTICA LTDA.,525504301117216
RALTEGRAVIR POTÁSSICO,45.987.013/0001-34,ORGANON FARMACÊUTICA LTDA.,525513090015705
RAMELTEONA,60.397.775/0001-74,TAKEDA PHARMA LTDA.,501117110028902
RAMIPRIL,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523714060030603
RAMIPRIL;BESILATO DE ANLODIPINO,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523702902110319
RAMUCIRUMABE,43.940.618/0001-44,ELI LILLY DO BRASIL LTDA,507616050019702
RANELATO DE ESTRÔNCIO,57.507.378/0003-65,EMS S/A,541820090145207
RANIBIZUMABE,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,526529502157216
RANOLAZINA,49.475.833/0001-06,BIOLAB SANUS FARMACÊUTICA LTDA,504116070055402
RASBURICASE,10.588.595/0010-92,SANOFI MEDLEY FARMACÊUTICA LTDA.,576720070080517
REARRANJO DE ROTAVÍRUS HUMANO/BOVINO P1A[8];REARRANJO DE ROTAVÍRUS HUMANO/BOVINO G4;REARRANJO DE ROTAVÍRUS HUMANO/BOVINO G3;REARRANJO DE ROTAVÍRUS HUMANO/BOVINO G2;REARRANJO DE ROTAVÍRUS HUMANO/BOVINO G1,45.987.013/0001-34,ORGANON FARMACÊUTICA LTDA.,525504401138411
REGORAFENIBE,18.459.628/0001-15,BAYER S.A.,538916050026901
RENDESIVIR,15.670.288/0001-89,GILEAD SCIENCES FARMACEUTICA DO BRASIL LTDA,546821040001101
REPAGLINIDA,57.507.378/0003-65,EMS S/A,507745301117110
RESINATO DE DICLOFENACO,57.507.378/0003-65,EMS S/A,507729201138114
RETAPAMULINA,33.247.743/0001-10,GLAXOSMITHKLINE BRASIL LTDA,510611201169211
RHAMNUS PURSHIANA DC.,78.950.011/0001-20,HERBARIUM LABORATORIO BOTANICO LTDA,511420010007407
RIBAVIRINA (PORT. 344/98 LISTA C 1),03.560.974/0001-18,MERCK SHARP & DOHME FARMACEUTICA LTDA.,527304901117411
RIBOFLAVINA,08.939.548/0001-03,INFAN INDUSTRIA QUIMICA FARMACEUTICA NACIONAL S/A,511303902113412
RIFAMICINA,57.507.378/0003-65,EMS S/A,507729901131112
RIFAMICINA SV SÓDICA,05.161.069/0001-10,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,504617090065217
RIFAMICINA SV SÓDICA;RIFAMICINA,02.456.955/0001-83,NATULAB LABORATÓRIO S.A,540416120010303
RIFAMPICINA,43.640.754/0001-19,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,510004802119412
RIFAMPICINA;ISONIAZIDA,33.781.055/0001-35,FUNDAÇÃO OSWALDO CRUZ,541919050007307
RIFAXIMINA,49.475.833/0001-06,BIOLAB SANUS FARMACÊUTICA LTDA,504120070069707
RILMENIDINA,42.374.207/0001-76,LABORATÓRIOS SERVIER DO BRASIL LTDA,531300702118318
RILUZOL,61.286.647/0001-16,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,511518501113110
RIOCIGUATE,18.459.628/0001-15,BAYER S.A.,538916010025301
RISANQUIZUMABE,15.800.545/0001-50,ABBVIE FARMACÊUTICA LTDA.,543719110004107
RISDIPLAM,33.009.945/0001-23,PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.,529221030027002
RISEDRONATO SÓDICO,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508020040129507
RISEDRONATO SÓDICO;ENFUVIRTIDA,05.044.984/0001-26,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,538818100055203
RISPERIDONA,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508025504115410
RITONAVIR,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506717060069906
RITUXIMABE,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523719110041907
RIVAROXABANA,57.507.378/0003-65,EMS S/A,541819050107406
RIVASTIGMINA,61.286.647/0001-16,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,511517901118111
ROFLUMILASTE,60.318.797/0001-00,ASTRAZENECA DO BRASIL LTDA,502317120033217
ROMIPLOSTIM,18.774.815/0001-93,AMGEN BIOTECNOLOGIA DO BRASIL LTDA.,544115070000517
ROMOSOZUMABE,18.774.815/0001-93,AMGEN BIOTECNOLOGIA DO BRASIL LTDA.,544121030005402
ROSUVASTATINA,60.318.797/0001-00,ASTRAZENECA DO BRASIL LTDA,502305402119214
ROSUVASTATINA CÁLCICA,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523713020027004
ROSUVASTATINA CÁLCICA;EZETIMIBA,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523720050043607
ROTAVÍRUS HUMANO ATENUADO,33.247.743/0001-10,GLAXOSMITHKLINE BRASIL LTDA,510618020059307
ROTIGOTINA,64.711.500/0001-14,UCB BIOPHARMA LTDA.,525215080020802
RUFINAMIDA,68.949.239/0001-46,UNITED MEDICAL LTDA,533220010002417
RUTOSÍDEO,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,526515903111411
SACARATO DE HIDRÓXIDO FÉRRICO,60.665.981/0001-18,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,533021050073013
SACARATO DE ÓXIDO FÉRRICO,84.684.620/0001-87,LABORATORIO CATARINENSE LTDA,516120060003807
SACCHAROMYCES BOULARDII,33.069.212/0001-84,MERCK S/A,525404706131412
SACCHAROMYCES BOULARDII - 17,09.545.589/0001-88,MABRA FARMACEUTICA LTDA,540519120006407
SACCHAROMYCES CEREVISAE,08.939.548/0001-03,INFAN INDUSTRIA QUIMICA FARMACEUTICA NACIONAL S/A,511301801131419
SAL SÓDICO,42.180.406/0001-43,GUERBET PRODUTOS RADIOLÓGICOS LTDA,511000101157418
SALBUTAMOL,10.877.926/0001-13,LABORATORIO FARMACEUTICO DO ESTADO DE PERNAMBUCO GOVERNADOR MIGUEL ARRAES S/A - LAFEPE,517005301137414
SALICILATO DE DIETILAMÔNIO;ESCINA,60.397.775/0001-74,TAKEDA PHARMA LTDA.,501103601171319
SALICILATO DE DIETILAMÔNIO;ESCINA;POLISSULFATO DE ESCINA SÓDICA,49.475.833/0001-06,BIOLAB SANUS FARMACÊUTICA LTDA,504113701165411
SALICILATO DE FENILA;ÁCIDO SALICÍLICO;ÓXIDO DE ZINCO;ENXOFRE;MENTOL,33.379.884/0001-96,LABORATORIO SIMOES LTDA.,520500901178410
SALICILATO DE METILA,60.665.981/0001-18,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,533012120057704
SALIX ALBA L.,92.695.691/0001-03,KLEY HERTZ FARMACEUTICA S.A,515119120010807
SAXAGLIPTINA,56.998.982/0001-07,BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,505108003119316
SECNIDAZOL,46.179.008/0001-68,BRASTERAPICA INDUSTRIA FARMACEUTICA EIRELI,504914030009104
SECUQUINUMABE,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,526516050085902
SELÊNIO,62.488.184/0001-38,INPHARMA LABORATORIOS LTDA,513220100001007
SELEXIPAGUE,51.780.468/0001-87,JANSSEN-CILAG FARMACÊUTICA LTDA,514519120034617
SEMAGLUTIDA,82.277.955/0001-55,NOVO NORDISK FARMACÊUTICA DO BRASIL LTDA,526619010010201
SENNA ALEXANDRINA MILL.,92.695.691/0001-03,KLEY HERTZ FARMACEUTICA S.A,515119120011207
SENNA ALEXANDRINA MILL.;CASSIA FISTULA,61.082.426/0002-07,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,540920020041607
SERENOA REPENS (W. BARTRAM) SMALL,60.726.692/0001-81,MARJAN INDÚSTRIA E COMÉRCIO LTDA,524820020009707
SEVOFLURANO,33.258.401/0001-03,INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA,513405702179111
SILIMARINA;RACEMETIONINA,05.254.971/0001-81,ZYDUS NIKKHO FARMACÊUTICA LTDA,536214070005516
SILIMARINA;RACEMETIONINA;SILYBUM MARIANUM (L.) GAERTN,05.254.971/0001-81,ZYDUS NIKKHO FARMACÊUTICA LTDA,536220040010807
SILTUXIMABE,51.780.468/0001-87,JANSSEN-CILAG FARMACÊUTICA LTDA,514515080027701
SILYBUM MARIANUM (L.) GAERTN,17.562.075/0001-69,CIFARMA CIENTÍFICA FARMACÊUTICA LTDA,506320030032707
SIMEPREVIR SÓDICO,51.780.468/0001-87,JANSSEN-CILAG FARMACÊUTICA LTDA,514515040027602
SIMETICONA,57.507.378/0003-65,EMS S/A,507710602137411
SIMETICONA;HIDRÓXIDO DE ALUMÍNIO;HIDRÓXIDO DE MAGNÉSIO,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508011802135411
SIMETICONA;METILBROMETO DE HOMATROPINA,57.507.378/0003-65,EMS S/A,507712401139411
SINVASTATINA,45.987.013/0001-34,ORGANON FARMACÊUTICA LTDA.,525503103117319
SINVASTATINA;EZETIMIBA,45.987.013/0001-34,ORGANON FARMACÊUTICA LTDA.,525516020019503
SIROLIMO,61.072.393/0001-33,WYETH INDÚSTRIA FARMACÊUTICA LTDA,522720020083817
SOFOSBUVIR,15.670.288/0001-89,GILEAD SCIENCES FARMACEUTICA DO BRASIL LTDA,546815090000001
SOFOSBUVIR;LEDIPASVIR,15.670.288/0001-89,GILEAD SCIENCES FARMACEUTICA DO BRASIL LTDA,546818020000102
SOLIDAGO MICROGLOSSA DC.,79.634.572/0001-82,AS ERVAS CURAM INDUSTRIA FARMACEUTICA LTDA,501920030000907
SOMATOSTATINA,33.069.212/0001-84,MERCK S/A,525415120047017
SOMATROPINA,61.286.647/0001-16,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,511518001153415
SORBITOL,49.351.786/0002-61,BAXTER HOSPITALAR LTDA,503203701158311
STRYPHNODENDRON BARBATIMAN MART.,62.462.015/0001-29,APSEN FARMACEUTICA S/A,501619120023007
SUBGALATO DE BISMUTO;IODETO DE TIMOL;ÓXIDO DE ZINCO,23.668.196/0001-92,MR LABORATÓRIOS FARMACÊUTICOS LTDA,560717050000107
SUBGALATO DE BISMUTO;ÓXIDO DE ZINCO,23.668.196/0001-92,MR LABORATÓRIOS FARMACÊUTICOS LTDA,560717050000007
SUCCINATO DE DESVENLAFAXINA MONOIDRATADO,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508017090119406
SUCCINATO DE DOXILAMINA;CLORIDRATO DE CLOBUTINOL,60.665.981/0001-18,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,533007102133412
SUCCINATO DE METOPROLOL,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523720040041707
SUCCINATO DE RIBOCICLIBE,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,526518100094202
SUCCINATO DE SOLIFENACINA,57.507.378/0003-65,EMS S/A,541818070087204
SUCCINATO DE SOLIFENACINA;CLORIDRATO DE TANSULOSINA,07.768.134/0001-04,ASTELLAS FARMA BRASIL IMPORTAÇÃO E DISTRIBUIÇÃO DE MEDICAMENTOS LTDA.,540315010002405
SUCCINATO DE SUMATRIPTANA,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523705002110414
SUCCINATO DE SUMATRIPTANA;NAPROXENO SÓDICO,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523714110031005
SUCCINATO DE TAFENOQUINA,33.247.743/0001-10,GLAXOSMITHKLINE BRASIL LTDA,510620060055207
SUCCINATO SÓDICO DE CLORANFENICOL,49.324.221/0001-04,FRESENIUS KABI BRASIL LTDA,509521060032117
SUCCINATO SÓDICO DE HIDROCORTISONA,49.324.221/0001-04,FRESENIUS KABI BRASIL LTDA,509521040029317
SUCCINATO SÓDICO DE METILPREDNISOLONA,49.324.221/0001-04,FRESENIUS KABI BRASIL LTDA,509521070033517
SUCCINILGELATINA,31.673.254/0001-02,LABORATÓRIOS B. BRAUN S/A,520901901152318
SUCRALFATO,00.923.140/0001-31,EMS SIGMA PHARMA LTDA,531626901131414
SUGAMADEX SÓDICO,03.560.974/0001-18,MERCK SHARP & DOHME FARMACEUTICA LTDA.,537701002159212
SULBACTAM,61.082.426/0002-07,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,540913040010814
SULBACTAM PIVOXILA;AMOXICILINA TRI-HIDRATADA,07.670.111/0001-54,ARESE PHARMA LTDA,560818120003604
SULBACTAM SÓDICO,11.643.096/0001-22,MYLAN LABORATORIOS LTDA,541512030002216
SULBACTAM SÓDICO;AMPICILINA SÓDICA,49.324.221/0001-04,FRESENIUS KABI BRASIL LTDA,509521060031017
SULBACTAM;AMOXICILINA,04.748.181/0009-47,LABORATÓRIOS BAGÓ DO BRASIL S/A,559118010008013
SULBACTAM;SULBACTAM SÓDICO;AMOXICILINA TRI-HIDRATADA,04.748.181/0009-47,LABORATÓRIOS BAGÓ DO BRASIL S/A,536500802133319
SULBUTIAMINA,42.374.207/0001-76,LABORATÓRIOS SERVIER DO BRASIL LTDA,531316050007503
SULFACETAMIDA SÓDICA;TROLAMINA,17.562.075/0001-69,CIFARMA CIENTÍFICA FARMACÊUTICA LTDA,506307501168416
SULFADIAZINA,60.665.981/0001-18,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,533018701165414
SULFADIAZINA DE PRATA,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506721090093717
SULFAMETOXAZOL,83.874.628/0001-43,LABORATÓRIO FARMACÊUTICO ELOFAR LTDA,517100505135415
SULFASSALAZINA,62.462.015/0001-29,APSEN FARMACEUTICA S/A,501617110018303
SULFATO CÚPRICO PENTAIDRATADO;SULFATO DE ZINCO HEPTAIDRATADO;CLORETO CRÔMICO HEXAIDRATADO,33.051.491/0001-59,LABORATÓRIOS PIERRE FABRE DO BRASIL LTDA,507000101159419
SULFATO DE ABACAVIR,33.247.743/0001-10,GLAXOSMITHKLINE BRASIL LTDA,510608902135216
SULFATO DE AMICACINA,49.324.221/0001-04,FRESENIUS KABI BRASIL LTDA,509521060030817
SULFATO DE ATAZANAVIR,56.998.982/0001-07,BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,505107902111212
SULFATO DE ATROPINA,43.426.626/0001-77,ALLERGAN PRODUTOS FARMACÊUTICOS LTDA,501000702171313
SULFATO DE BÁRIO,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506700901176414
SULFATO DE BLEOMICINA,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,552920040122217
SULFATO DE COBRE PENTAHIDRATADO;CARBONATO DE CÁLCIO;ÓXIDO DE MAGNÉSIO;ÓXIDO DE ZINCO;COLECALCIFEROL;SULFATO DE MANGANÊS MONOIDRATADO,46.070.868/0036-99,LABORATÓRIOS PFIZER LTDA,552817080001317
SULFATO DE CONDROITINA;SULFATO DE GLICOSAMINA,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508029402139410
SULFATO DE CONDROITINA;SULFATO POLICRISTALINO DE GLICOSAMINA,55.980.684/0001-27,ZODIAC PRODUTOS FARMACÊUTICOS S/A,534220040021607
SULFATO DE EFEDRINA,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506716120066003
SULFATO DE EFEDRINA;TEOFILINA,02.685.377/0001-57,SANOFI-AVENTIS FARMACÊUTICA LTDA,502819103118412
SULFATO DE ESTREPTOMICINA,43.640.754/0001-19,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,510015010024603
SULFATO DE GENTAMICINA,49.324.221/0001-04,FRESENIUS KABI BRASIL LTDA,509521060030517
SULFATO DE GENTAMICINA;DESONIDA,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,500514801176311
SULFATO DE GENTAMICINA;DIPROPIONATO DE BETAMETASONA,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508027201160416
SULFATO DE GENTAMICINA;FOSFATO DISSÓDICO DE BETAMETASONA,61.082.426/0002-07,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,540916070020317
SULFATO DE GENTAMICINA;TOLNAFTATO;VALERATO DE BETAMETASONA,17.159.229/0001-76,LABORATÓRIO TEUTO BRASILEIRO S/A,520719301161413
SULFATO DE GLICOSAMINA,57.507.378/0003-65,EMS S/A,507744901137416
SULFATO DE HIDROXICLOROQUINA,62.462.015/0001-29,APSEN FARMACEUTICA S/A,501620060027807
SULFATO DE HIDROXICLOROQUINA;TIROTRICINA,33.026.055/0001-20,MEGALABS FARMACEUTICA S.A.,516300805134421
SULFATO DE ISAVUCONAZÔNIO,68.949.239/0001-46,UNITED MEDICAL LTDA,533220060003507
SULFATO DE LAROTRECTINIBE,18.459.628/0001-15,BAYER S.A.,538920040030407
SULFATO DE MAGNÉSIO,33.247.743/0001-10,GLAXOSMITHKLINE BRASIL LTDA,510606801137411
SULFATO DE MAGNÉSIO HEPTAIDRATADO,49.324.221/0001-04,FRESENIUS KABI BRASIL LTDA,509501309158416
SULFATO DE MAGNÉSIO HEPTAIDRATADO;CLORETO DE SÓDIO,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508013110100905
SULFATO DE MANGANÊS MONOIDRATADO;PERÓXIDO DE ZINCO;CARBONATO DE CÁLCIO 90%;CARBONATO HIDRÓXIDO DE MAGNÉSIO;COLECALCIFEROL CRISTALIZADO;SULFATO DE COBRE PENTAHIDRATADO,46.070.868/0036-99,LABORATÓRIOS PFIZER LTDA,552817080001417
SULFATO DE MORFINA,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506704204151315
SULFATO DE MORFINA PENTAIDRATADO,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506712020045803
SULFATO DE NEOMICINA,33.173.097/0002-74,CELLERA FARMACÊUTICA S.A.,541718020017718
SULFATO DE NEOMICINA;ACETATO DE CLOSTEBOL,61.100.004/0001-36,ZAMBON LABORATÓRIOS FARMACÊUTICOS LTDA.,533802702161417
SULFATO DE NEOMICINA;ACETATO DE DEXAMETASONA,05.161.069/0001-10,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,504617090065317
SULFATO DE NEOMICINA;BACITRACINA ZÍNCICA,17.159.229/0001-76,LABORATÓRIO TEUTO BRASILEIRO S/A,520719701161410
SULFATO DE NEOMICINA;CETOCONAZOL;DIPROPIONATO DE BETAMETASONA,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508014901169112
SULFATO DE NEOMICINA;FLUOCINOLONA ACETONIDA,83.874.628/0001-43,LABORATÓRIO FARMACÊUTICO ELOFAR LTDA,517101401171413
SULFATO DE NEOMICINA;SULFATO DE POLIMIXINA B;ACETATO DE PREDNISOLONA,43.426.626/0001-77,ALLERGAN PRODUTOS FARMACÊUTICOS LTDA,501004401174316
SULFATO DE NEOMICINA;SULFATO DE POLIMIXINA B;HIDROCORTISONA,33.349.473/0001-58,FARMOQUÍMICA S/A,509003001135319
SULFATO DE NEOMICINA;SULFATO DE POLIMIXINA B;ÓXIDO DE ZINCO;BACITRACINA ZÍNCICA;PERÓXIDO DE ZINCO,61.082.426/0002-07,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,540915090015517
SULFATO DE POLIMIXINA B,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508020001158119
SULFATO DE QUININA,00.394.452/0001-03,COMANDO DO EXÉRCITO,519703601116411
